,Year_Birth,Education,Marital_Status,income,Kidhome,Teenhome,segment
2198,1968,Master,Divorced,23748.0,1,0,2
2200,1988,2n Cycle,Single,23331.0,1,0,2
2203,1990,2n Cycle,Married,24683.0,1,0,2
2211,1974,PhD,Single,31560.0,1,0,2
2220,1979,Master,Together,24401.0,0,0,2
2222,1985,2n Cycle,Together,7500.0,1,0,2
2229,1974,2n Cycle,Married,20130.0,0,0,2
2230,1974,2n Cycle,Married,20130.0,0,0,2
2236,1977,2n Cycle,Married,31056.0,1,0,2
2237,1976,Graduation,Divorced,46310.0,1,0,2
